transaction_id,customer_id,amount,customer_tenure_months,previous_successes,previous_failures,days_since_last_payment,checkout_duration_minutes,checkout_started,checkout_completed,subscription_active,days_overdue,previous_recovery_success,failure_reason,recovered
TXN_100287,CUST_1287,27269.44,41,5,1,12,17.79,1,0,0,0,0,authentication_failure,0
TXN_100288,CUST_1288,14541.1,51,14,2,9,5.63,1,1,0,37,0,none,1
TXN_100289,CUST_1289,29664.41,47,2,3,74,4.88,1,1,1,50,1,temporary_failure,1
TXN_100290,CUST_1290,1815.86,18,5,2,81,9.58,1,1,0,6,1,temporary_failure,0
TXN_100291,CUST_1291,2156.2,58,14,1,40,5.67,1,0,1,23,0,bank_declined,1
TXN_100292,CUST_1292,41183.25,11,13,3,49,14.82,1,1,0,4,0,none,1
TXN_100293,CUST_1293,18201.47,57,11,0,86,12.9,1,1,1,20,1,bank_declined,1
TXN_100294,CUST_1294,6614.91,23,7,1,70,17.56,1,1,0,27,0,bank_declined,0
TXN_100295,CUST_1295,26255.49,48,7,4,58,2.11,1,1,0,17,1,bank_declined,1
TXN_100296,CUST_1296,38568.68,22,10,5,38,18.34,1,1,1,23,1,temporary_failure,1
TXN_100297,CUST_1297,11026.31,17,12,1,2,6.22,1,0,0,57,0,none,1
TXN_100298,CUST_1298,31257.66,5,8,3,75,10.07,1,1,1,31,0,network_error,1
TXN_100299,CUST_1299,4541.77,44,14,5,6,9.05,1,0,0,44,1,none,1
TXN_100300,CUST_1300,2868.58,11,0,1,48,15.33,1,0,1,32,1,expired_card,0
TXN_100301,CUST_1301,26708.33,30,13,0,25,8.7,1,1,1,9,0,authentication_failure,1
TXN_100302,CUST_1302,27169.57,15,0,0,32,18.9,1,1,0,8,1,temporary_failure,0
TXN_100303,CUST_1303,31980.27,27,2,4,47,18.1,1,0,0,48,0,network_error,1
TXN_100304,CUST_1304,36386.74,35,2,2,78,17.51,1,0,1,32,0,temporary_failure,0
TXN_100305,CUST_1305,48799.85,33,9,5,1,1.89,0,0,1,32,1,bank_declined,1
TXN_100306,CUST_1306,25960.13,20,7,3,70,17.16,1,1,0,6,1,network_error,1
TXN_100307,CUST_1307,16350.94,16,14,3,31,15.74,1,0,1,3,1,none,1
TXN_100308,CUST_1308,39820.75,34,9,2,3,2.52,1,0,0,27,1,expired_card,1
TXN_100309,CUST_1309,13760.36,2,0,0,19,2.59,1,0,0,22,0,expired_card,0
TXN_100310,CUST_1310,22116.88,35,12,0,35,2.47,1,1,1,52,0,temporary_failure,1
TXN_100311,CUST_1311,4199.28,40,1,1,31,0.72,1,1,1,31,0,bank_declined,0
TXN_100312,CUST_1312,1559.93,56,1,4,27,11.2,1,0,1,43,0,temporary_failure,1
TXN_100313,CUST_1313,48143.63,28,2,5,76,19.48,1,1,0,15,1,expired_card,0
TXN_100314,CUST_1314,41848.21,47,12,4,0,9.05,1,0,0,45,0,none,0
TXN_100315,CUST_1315,34889.92,39,5,4,59,11.04,1,1,1,54,1,insufficient_funds,0
TXN_100316,CUST_1316,20624.96,6,0,1,55,19.38,1,1,0,9,1,temporary_failure,0
TXN_100317,CUST_1317,8912.73,9,1,4,34,5.48,1,0,0,13,0,authentication_failure,0
TXN_100318,CUST_1318,8074.92,20,12,2,29,17.24,1,0,0,38,0,none,1
TXN_100319,CUST_1319,12737.07,1,14,1,53,11.15,1,1,1,35,1,network_error,1
TXN_100320,CUST_1320,27596.57,8,12,2,35,11.6,1,0,0,33,1,temporary_failure,1
TXN_100321,CUST_1321,35815.42,55,0,1,54,7.19,1,1,0,23,1,none,0
TXN_100322,CUST_1322,33111.81,23,4,4,88,11.45,1,1,1,17,0,none,0
TXN_100323,CUST_1323,14212.71,3,12,2,79,1.93,0,0,1,15,0,temporary_failure,1
TXN_100324,CUST_1324,47756.8,4,12,2,57,15.41,1,1,0,40,0,none,0
TXN_100325,CUST_1325,36973.48,58,6,2,82,6.05,1,1,1,36,0,authentication_failure,1
TXN_100326,CUST_1326,27851.4,25,7,1,64,17.81,0,1,0,40,1,bank_declined,1
TXN_100327,CUST_1327,30702.52,47,9,3,68,7.67,1,0,0,24,1,authentication_failure,1
TXN_100328,CUST_1328,21154.12,38,0,4,50,3.29,1,1,1,7,0,none,0
TXN_100329,CUST_1329,12612.23,15,6,2,21,14.07,1,1,0,23,0,expired_card,1
TXN_100330,CUST_1330,17991.84,21,12,5,87,3.71,1,1,0,19,0,temporary_failure,1
TXN_100331,CUST_1331,37964.95,35,4,3,52,15.2,1,1,1,47,1,none,1
TXN_100332,CUST_1332,1015.36,57,9,5,35,19.38,1,0,1,29,0,temporary_failure,1
TXN_100333,CUST_1333,6068.81,53,0,4,67,15.7,0,1,1,19,1,none,0
TXN_100334,CUST_1334,2586.33,53,2,4,35,0.94,1,1,0,17,0,network_error,0
TXN_100335,CUST_1335,2324.22,46,6,2,51,12.2,1,0,0,3,1,insufficient_funds,0
TXN_100336,CUST_1336,42816.39,52,9,2,52,14.06,1,1,0,47,0,temporary_failure,1
TXN_100337,CUST_1337,35271.8,14,0,1,81,16.6,1,0,0,35,0,none,0
TXN_100338,CUST_1338,23866.44,36,6,3,49,1.59,1,0,0,5,1,bank_declined,0
TXN_100339,CUST_1339,5162.36,12,4,3,79,9.86,1,1,1,2,0,expired_card,0
TXN_100340,CUST_1340,24733.31,17,0,2,40,10.94,1,0,0,17,0,authentication_failure,1
TXN_100341,CUST_1341,23831.55,39,0,4,17,3.8,1,0,0,46,0,expired_card,1
TXN_100342,CUST_1342,8908.13,9,13,2,21,6.79,1,1,1,39,0,authentication_failure,1
TXN_100343,CUST_1343,21862.43,35,0,4,65,9.08,1,1,0,17,0,insufficient_funds,0
TXN_100344,CUST_1344,20105.69,13,10,4,20,16.75,1,1,1,55,1,bank_declined,1
TXN_100345,CUST_1345,30907.75,15,8,2,43,18.62,1,1,0,22,1,none,1
TXN_100346,CUST_1346,31864.15,18,10,0,46,12.75,1,0,1,34,0,authentication_failure,1
TXN_100347,CUST_1347,2551.61,51,12,3,38,8.2,1,1,1,5,0,insufficient_funds,1
TXN_100348,CUST_1348,18918.25,33,2,5,28,5.45,1,1,1,53,0,none,0
TXN_100349,CUST_1349,31405.24,6,14,4,53,19.65,1,1,0,25,0,none,1
TXN_100350,CUST_1350,25305.87,59,12,4,89,19.67,1,1,1,20,0,temporary_failure,1
TXN_100351,CUST_1351,42867.55,27,4,0,84,18.54,1,1,0,23,1,none,0
TXN_100352,CUST_1352,33037.07,23,10,5,16,15.82,1,0,0,14,0,expired_card,1
TXN_100353,CUST_1353,8397.84,59,9,1,79,6.85,1,1,0,26,0,temporary_failure,1
TXN_100354,CUST_1354,3807.27,27,11,0,59,16.43,1,1,0,31,1,insufficient_funds,1
TXN_100355,CUST_1355,32228.24,34,8,5,30,8.47,1,0,0,11,1,expired_card,0
TXN_100356,CUST_1356,1617.61,56,5,0,72,6.87,1,0,0,4,1,none,0
TXN_100357,CUST_1357,29413.05,46,11,4,77,15.02,1,1,0,6,1,insufficient_funds,0
TXN_100358,CUST_1358,47029.44,38,8,3,48,2.05,1,0,1,21,1,insufficient_funds,1
TXN_100359,CUST_1359,28901.07,14,7,0,1,1.45,1,0,0,26,0,bank_declined,0
TXN_100360,CUST_1360,19592.05,36,7,1,47,9.24,1,1,1,14,0,network_error,1
TXN_100361,CUST_1361,32271.42,53,0,2,13,9.19,1,1,1,38,0,temporary_failure,1
TXN_100362,CUST_1362,23075.17,8,12,5,58,17.97,1,1,0,44,1,temporary_failure,1
TXN_100363,CUST_1363,27417.15,35,8,0,57,2.96,1,1,1,56,1,expired_card,1
TXN_100364,CUST_1364,47090.8,19,5,0,57,2.9,1,1,1,34,0,none,0
TXN_100365,CUST_1365,19489.3,30,8,1,50,3.38,1,1,0,25,1,authentication_failure,1
TXN_100366,CUST_1366,48071.17,14,2,3,83,1.08,0,0,0,22,1,bank_declined,0
TXN_100367,CUST_1367,45295.93,59,11,0,1,1.9,1,1,1,12,1,bank_declined,1
TXN_100368,CUST_1368,10030.82,20,2,0,40,13.37,1,1,1,25,1,bank_declined,1
TXN_100369,CUST_1369,3747.26,49,5,3,82,8.92,1,0,1,2,1,none,1
TXN_100370,CUST_1370,5308.67,25,8,1,81,15.39,1,0,0,28,0,none,1
TXN_100371,CUST_1371,1205.62,40,6,5,15,19.86,1,1,1,1,0,insufficient_funds,1
TXN_100372,CUST_1372,4993.82,24,13,5,3,13.35,1,0,0,27,0,bank_declined,1
TXN_100373,CUST_1373,34245.44,14,12,0,11,1.48,1,0,0,22,0,network_error,1
TXN_100374,CUST_1374,3838.08,26,2,3,28,2.54,1,1,0,35,0,network_error,0
TXN_100375,CUST_1375,16153.09,38,2,0,6,17.68,1,1,0,48,1,authentication_failure,0
TXN_100376,CUST_1376,42290.3,23,1,2,13,10.79,1,1,1,5,1,none,1
TXN_100377,CUST_1377,1456.62,22,8,5,11,16.58,1,0,1,10,1,none,0
TXN_100378,CUST_1378,40779.08,48,12,4,4,17.2,1,0,1,37,0,authentication_failure,1
TXN_100379,CUST_1379,14308.18,57,14,2,80,18.59,1,1,0,53,0,none,1
TXN_100380,CUST_1380,6172.79,19,2,0,31,19.02,1,0,1,33,0,none,1
TXN_100381,CUST_1381,34927.84,46,10,1,73,11.32,1,1,1,16,0,none,1
TXN_100382,CUST_1382,31558.46,51,4,5,42,7.15,1,0,0,2,0,none,1
TXN_100383,CUST_1383,43910.36,3,13,4,80,19.26,1,1,1,43,0,insufficient_funds,1
TXN_100384,CUST_1384,36833.03,42,13,2,68,11.17,1,1,1,45,0,insufficient_funds,1
TXN_100385,CUST_1385,40233.0,19,8,5,44,1.75,1,0,1,33,1,none,0
TXN_100386,CUST_1386,14317.12,9,7,3,8,13.03,1,1,0,21,0,none,1
TXN_100387,CUST_1387,9118.75,28,1,1,48,11.96,1,0,1,28,1,none,0
TXN_100388,CUST_1388,37605.55,20,2,2,32,17.97,1,0,1,59,0,temporary_failure,0
TXN_100389,CUST_1389,40399.69,45,1,3,17,13.24,0,1,0,53,1,network_error,0
TXN_100390,CUST_1390,49528.11,7,7,0,8,7.31,1,0,1,28,0,temporary_failure,0
TXN_100391,CUST_1391,20807.1,14,5,3,61,19.34,0,1,0,4,0,authentication_failure,0
TXN_100392,CUST_1392,18789.3,9,5,2,56,16.13,0,0,1,9,0,temporary_failure,1
TXN_100393,CUST_1393,38887.72,59,11,2,28,12.79,1,0,1,9,1,temporary_failure,1
TXN_100394,CUST_1394,17237.94,55,14,0,77,6.21,1,0,1,52,0,temporary_failure,1
TXN_100395,CUST_1395,46558.64,57,8,3,24,7.78,1,1,1,8,0,network_error,0
TXN_100396,CUST_1396,42963.11,19,7,3,14,13.56,0,1,0,20,1,bank_declined,0
TXN_100397,CUST_1397,21621.0,47,3,0,5,1.9,1,0,0,12,0,temporary_failure,1
TXN_100398,CUST_1398,37618.29,52,14,3,41,5.51,1,0,1,9,0,bank_declined,1
TXN_100399,CUST_1399,37800.78,14,11,5,28,14.42,1,1,0,37,0,temporary_failure,0
TXN_100400,CUST_1400,5425.26,56,3,0,78,9.86,1,1,1,10,1,none,0
TXN_100401,CUST_1401,45156.88,38,8,1,3,8.35,1,1,0,3,0,bank_declined,1
TXN_100402,CUST_1402,25411.04,53,0,2,81,3.45,1,1,0,57,0,bank_declined,1
TXN_100403,CUST_1403,41374.94,36,12,1,56,9.12,1,1,1,45,0,none,1
TXN_100404,CUST_1404,16206.47,40,1,5,48,15.53,1,0,1,30,0,network_error,0
TXN_100405,CUST_1405,44807.5,17,1,5,43,5.65,1,0,0,48,1,expired_card,0
TXN_100406,CUST_1406,19643.32,30,12,4,79,0.61,1,0,0,51,0,network_error,0
TXN_100407,CUST_1407,838.63,9,12,4,74,13.54,1,1,0,33,0,none,1
TXN_100408,CUST_1408,45297.48,33,5,4,13,19.47,1,1,0,41,0,insufficient_funds,0
TXN_100409,CUST_1409,4836.95,56,14,0,2,12.33,1,1,0,34,0,none,1
TXN_100410,CUST_1410,16169.89,52,3,3,61,2.84,1,0,0,38,0,none,0
TXN_100411,CUST_1411,47518.08,25,12,5,63,6.75,1,1,1,38,0,network_error,1
TXN_100412,CUST_1412,47545.18,14,10,1,44,17.42,1,1,1,32,0,expired_card,0
TXN_100413,CUST_1413,28799.86,11,9,1,81,5.04,1,1,0,7,1,network_error,1
TXN_100414,CUST_1414,31702.31,53,12,1,57,12.35,1,0,1,31,0,temporary_failure,1
TXN_100415,CUST_1415,22587.74,35,2,1,19,8.35,1,1,1,54,0,insufficient_funds,0
TXN_100416,CUST_1416,14872.58,41,2,4,57,4.55,1,0,0,32,0,none,0
TXN_100417,CUST_1417,16634.63,59,2,1,88,16.36,0,1,0,7,0,network_error,0
TXN_100418,CUST_1418,33724.17,14,5,3,56,14.99,1,1,1,45,1,bank_declined,0
TXN_100419,CUST_1419,37693.01,30,13,4,76,13.4,1,0,0,13,0,none,1
TXN_100420,CUST_1420,39641.48,41,7,1,67,5.11,1,1,1,33,0,authentication_failure,1
TXN_100421,CUST_1421,39544.02,4,10,0,77,2.41,1,0,1,7,1,temporary_failure,0
TXN_100422,CUST_1422,4832.94,59,6,2,51,11.74,1,1,1,50,0,none,1
TXN_100423,CUST_1423,24872.69,4,13,2,36,11.3,1,0,1,41,0,none,1
TXN_100424,CUST_1424,3160.67,28,3,2,7,4.17,1,1,1,6,0,temporary_failure,1
TXN_100425,CUST_1425,27611.59,8,10,4,43,1.6,1,1,0,12,0,none,0
TXN_100426,CUST_1426,22244.07,2,11,1,4,2.07,1,0,0,53,1,insufficient_funds,1
TXN_100427,CUST_1427,44418.9,41,3,5,68,19.86,1,1,1,20,0,authentication_failure,0
TXN_100428,CUST_1428,17740.48,46,10,5,30,15.78,1,1,1,46,0,temporary_failure,0
TXN_100429,CUST_1429,6118.23,22,9,5,44,18.48,1,0,1,31,0,network_error,1
TXN_100430,CUST_1430,7406.69,41,14,4,8,4.3,1,1,1,10,0,bank_declined,1
TXN_100431,CUST_1431,38147.08,56,10,3,31,19.23,1,1,0,57,1,bank_declined,1
TXN_100432,CUST_1432,31025.44,55,10,0,32,3.28,1,1,0,13,0,none,1
TXN_100433,CUST_1433,5325.8,16,13,0,66,10.43,1,1,0,10,1,temporary_failure,1
TXN_100434,CUST_1434,4480.11,29,10,2,29,16.68,1,1,0,1,0,none,0
TXN_100435,CUST_1435,35138.17,49,1,2,75,7.32,1,1,1,33,1,network_error,0
TXN_100436,CUST_1436,3916.32,48,13,5,28,8.78,1,1,1,43,0,none,1
TXN_100437,CUST_1437,41146.44,30,0,5,2,3.0,1,1,1,46,0,network_error,1
TXN_100438,CUST_1438,35400.24,12,8,2,89,2.9,1,0,1,16,1,temporary_failure,1
TXN_100439,CUST_1439,4343.03,35,11,1,56,12.58,1,1,0,13,1,temporary_failure,1
TXN_100440,CUST_1440,4516.43,11,14,3,29,13.67,1,1,0,24,0,none,1
TXN_100441,CUST_1441,49335.99,46,11,3,8,15.66,1,1,0,47,0,none,1
TXN_100442,CUST_1442,18901.26,50,1,3,25,11.36,1,1,1,26,0,bank_declined,0
TXN_100443,CUST_1443,18720.91,21,12,3,1,13.09,1,0,0,7,1,network_error,1
TXN_100444,CUST_1444,40696.14,21,7,2,61,0.76,1,1,1,55,0,authentication_failure,1
TXN_100445,CUST_1445,47378.25,5,14,0,2,3.66,1,1,1,16,1,none,1
TXN_100446,CUST_1446,49304.25,48,8,2,45,19.71,1,1,0,4,1,none,1
TXN_100447,CUST_1447,37742.9,20,3,3,67,1.98,1,0,0,11,1,none,0
TXN_100448,CUST_1448,19000.1,37,7,2,24,13.74,1,0,1,37,0,none,0
TXN_100449,CUST_1449,4449.99,3,8,3,50,3.93,1,1,0,17,0,none,1
TXN_100450,CUST_1450,38924.2,44,9,4,12,14.48,1,1,1,25,1,insufficient_funds,1
TXN_100451,CUST_1451,28052.69,33,9,5,43,14.27,1,0,1,30,1,none,0
TXN_100452,CUST_1452,21383.83,53,4,0,34,5.07,1,0,0,36,1,expired_card,0
TXN_100453,CUST_1453,45345.81,9,12,4,54,5.76,1,1,1,5,0,none,1
TXN_100454,CUST_1454,5826.51,9,13,1,86,13.27,1,0,0,40,1,network_error,1
TXN_100455,CUST_1455,24783.47,4,6,2,8,8.11,1,0,1,14,0,temporary_failure,1
TXN_100456,CUST_1456,864.28,35,9,1,1,4.29,0,1,0,41,0,network_error,1
TXN_100457,CUST_1457,23592.43,17,3,2,60,14.77,0,1,1,48,1,expired_card,0
TXN_100458,CUST_1458,3098.27,34,0,5,40,3.51,1,0,1,25,0,insufficient_funds,0
TXN_100459,CUST_1459,6205.25,24,2,4,43,17.19,1,1,1,50,1,bank_declined,1
TXN_100460,CUST_1460,6141.05,32,4,5,63,10.54,1,0,0,11,0,network_error,1
TXN_100461,CUST_1461,32565.75,1,2,3,30,2.56,1,0,1,40,0,bank_declined,0
TXN_100462,CUST_1462,37378.43,8,11,5,46,14.03,1,0,1,46,0,bank_declined,1
TXN_100463,CUST_1463,29293.43,45,12,5,1,10.62,1,1,1,13,0,temporary_failure,0
TXN_100464,CUST_1464,48119.98,23,10,3,81,6.31,1,0,1,0,0,none,0
TXN_100465,CUST_1465,18931.07,47,6,2,76,8.74,0,1,1,16,1,none,0
TXN_100466,CUST_1466,14499.89,40,11,3,68,6.32,1,0,1,32,1,temporary_failure,1
TXN_100467,CUST_1467,43469.38,12,8,4,57,5.63,1,0,0,54,0,none,1
TXN_100468,CUST_1468,11412.71,54,14,5,43,3.69,1,0,1,28,0,none,1
TXN_100469,CUST_1469,48172.16,12,11,3,73,7.57,1,1,0,52,1,temporary_failure,1
TXN_100470,CUST_1470,904.08,46,5,5,55,5.39,1,1,1,53,1,bank_declined,0
TXN_100471,CUST_1471,48502.98,47,12,4,42,13.83,0,1,1,44,1,network_error,1
TXN_100472,CUST_1472,2445.05,15,9,1,88,13.84,0,1,0,30,1,authentication_failure,0
TXN_100473,CUST_1473,44589.81,41,0,4,33,10.29,1,0,1,7,0,none,0
TXN_100474,CUST_1474,26526.75,19,6,0,29,15.67,1,1,1,29,0,bank_declined,1
TXN_100475,CUST_1475,49650.35,26,14,0,70,16.91,1,0,0,12,0,temporary_failure,1
TXN_100476,CUST_1476,3967.69,52,2,0,69,11.81,1,1,1,15,0,none,0
TXN_100477,CUST_1477,27826.56,29,4,5,54,12.57,0,0,0,1,1,insufficient_funds,0
TXN_100478,CUST_1478,48474.34,22,9,2,66,6.02,1,0,1,44,0,expired_card,0
TXN_100479,CUST_1479,26297.96,40,3,2,12,17.95,1,1,1,17,1,temporary_failure,1
TXN_100480,CUST_1480,31581.11,21,9,2,2,0.97,1,1,1,34,1,bank_declined,1
TXN_100481,CUST_1481,34878.71,51,4,5,25,7.3,1,1,1,44,1,bank_declined,0
TXN_100482,CUST_1482,22890.69,38,4,4,56,14.58,0,1,1,18,1,insufficient_funds,1
TXN_100483,CUST_1483,31489.64,20,5,2,23,2.06,1,1,0,12,0,bank_declined,1
TXN_100484,CUST_1484,29340.42,57,13,1,52,4.07,1,0,0,50,1,temporary_failure,1
TXN_100485,CUST_1485,45087.55,29,9,0,69,11.99,0,1,1,3,0,network_error,1
TXN_100486,CUST_1486,2558.69,51,11,4,42,11.42,1,1,1,18,0,expired_card,0
TXN_100487,CUST_1487,14263.87,4,9,0,59,14.91,1,1,1,49,1,temporary_failure,1
TXN_100488,CUST_1488,47535.45,55,12,2,57,16.35,1,0,1,24,0,none,1
TXN_100489,CUST_1489,44546.11,7,12,4,48,3.01,1,1,1,37,1,insufficient_funds,1
TXN_100490,CUST_1490,22946.14,28,10,3,41,0.86,1,0,0,50,1,insufficient_funds,0
TXN_100491,CUST_1491,31120.59,28,5,1,75,13.95,1,1,1,56,1,expired_card,0
TXN_100492,CUST_1492,14085.84,4,7,2,65,6.38,1,1,0,30,0,authentication_failure,1
TXN_100493,CUST_1493,9649.62,22,7,2,10,12.71,1,1,0,35,1,authentication_failure,1
TXN_100494,CUST_1494,23345.81,12,10,1,89,3.44,1,1,1,3,0,temporary_failure,1
TXN_100495,CUST_1495,17861.61,45,8,1,17,9.65,0,1,1,55,1,none,1
TXN_100496,CUST_1496,29307.71,3,7,3,84,10.34,1,0,1,38,0,network_error,1
TXN_100497,CUST_1497,4163.41,22,12,2,51,11.91,0,1,1,6,1,temporary_failure,1
TXN_100498,CUST_1498,48727.42,44,10,5,45,10.51,0,1,1,57,0,bank_declined,0
TXN_100499,CUST_1499,49314.67,2,1,2,43,10.17,1,1,1,54,0,none,0
TXN_100500,CUST_1000,34998.64,24,13,0,21,6.99,0,1,1,57,0,network_error,1
TXN_100501,CUST_1001,26943.99,34,13,4,52,1.89,1,1,0,15,0,temporary_failure,1
TXN_100502,CUST_1002,15683.52,27,11,4,58,2.25,0,0,1,58,1,bank_declined,1
TXN_100503,CUST_1003,40745.61,55,9,0,29,8.96,1,1,1,47,0,insufficient_funds,1
TXN_100504,CUST_1004,34331.14,41,11,4,7,7.44,0,0,1,4,0,authentication_failure,1
TXN_100505,CUST_1005,8382.06,1,10,1,56,10.56,0,1,1,46,0,none,1
TXN_100506,CUST_1006,45573.08,8,14,4,72,6.44,1,1,0,22,0,bank_declined,0
TXN_100507,CUST_1007,41180.1,23,0,4,19,13.91,1,0,0,35,0,bank_declined,0
TXN_100508,CUST_1008,47505.06,38,9,0,24,17.35,1,1,1,31,1,none,1
TXN_100509,CUST_1009,36368.26,6,1,3,18,6.33,1,1,1,23,0,network_error,1
TXN_100510,CUST_1010,30786.74,22,1,4,4,4.26,1,1,1,24,0,network_error,0
TXN_100511,CUST_1011,21086.68,25,11,5,74,2.77,1,0,1,44,0,insufficient_funds,0
TXN_100512,CUST_1012,46656.61,18,2,4,78,12.52,0,0,0,27,0,network_error,0
TXN_100513,CUST_1013,43343.38,17,9,3,71,9.16,1,1,0,18,0,network_error,0
TXN_100514,CUST_1014,2547.37,12,6,0,82,4.17,1,0,1,6,0,bank_declined,1
TXN_100515,CUST_1015,1610.44,6,1,3,86,13.24,1,1,0,43,1,none,0
TXN_100516,CUST_1016,19010.23,26,13,0,26,3.4,1,1,1,57,0,none,1
TXN_100517,CUST_1017,40584.5,27,0,1,39,11.31,0,0,0,40,0,none,1
TXN_100518,CUST_1018,49367.62,8,13,0,25,10.78,1,1,1,16,0,network_error,1
TXN_100519,CUST_1019,7775.72,19,5,1,26,14.82,1,1,0,1,1,authentication_failure,1
TXN_100520,CUST_1020,29828.3,42,8,1,61,1.57,1,1,0,15,1,insufficient_funds,1
TXN_100521,CUST_1021,19230.28,1,14,0,82,17.81,0,1,1,38,0,bank_declined,1
TXN_100522,CUST_1022,48504.75,57,2,5,49,14.21,1,1,1,17,1,none,0
TXN_100523,CUST_1023,42153.31,29,5,2,41,4.71,1,0,0,38,0,authentication_failure,1
TXN_100524,CUST_1024,41964.94,45,2,0,28,4.08,1,1,1,0,0,none,1
TXN_100525,CUST_1025,23594.05,49,13,4,38,8.92,1,0,0,2,0,temporary_failure,1
TXN_100526,CUST_1026,20916.53,35,12,5,59,16.44,1,1,0,20,0,authentication_failure,0
TXN_100527,CUST_1027,13888.33,40,0,5,40,16.94,1,1,0,59,0,network_error,0
TXN_100528,CUST_1028,3101.86,14,13,4,32,10.65,1,1,0,29,0,authentication_failure,1
TXN_100529,CUST_1029,43276.7,35,12,2,82,17.29,1,1,1,10,0,none,1
TXN_100530,CUST_1030,40701.18,48,11,5,82,0.61,1,0,0,21,0,none,0
TXN_100531,CUST_1031,49985.97,45,4,1,15,1.19,1,1,1,46,0,temporary_failure,0
TXN_100532,CUST_1032,49832.85,20,9,2,22,18.28,1,0,0,56,0,temporary_failure,1
TXN_100533,CUST_1033,27904.96,56,13,4,6,15.62,1,0,1,24,1,temporary_failure,1
TXN_100534,CUST_1034,38518.67,49,12,2,25,9.29,1,0,0,2,0,expired_card,1
TXN_100535,CUST_1035,47254.86,13,10,0,11,15.2,0,1,0,29,1,bank_declined,1
TXN_100536,CUST_1036,42527.48,38,3,2,71,19.13,1,1,0,23,1,none,0
TXN_100537,CUST_1037,12593.2,49,6,1,4,15.56,0,1,1,44,0,bank_declined,0
TXN_100538,CUST_1038,22692.04,46,5,0,68,16.93,1,1,1,35,0,network_error,0
TXN_100539,CUST_1039,6719.22,49,9,3,48,15.33,1,1,1,22,0,none,1
TXN_100540,CUST_1040,47716.34,8,6,4,25,3.78,1,1,1,53,0,network_error,1
TXN_100541,CUST_1041,30426.88,43,4,4,4,16.75,1,1,1,7,0,network_error,1
TXN_100542,CUST_1042,11663.55,20,14,2,21,4.3,1,1,1,53,0,temporary_failure,1
TXN_100543,CUST_1043,33683.52,33,14,5,78,17.91,1,0,0,3,0,bank_declined,0
TXN_100544,CUST_1044,31020.97,26,3,0,12,9.44,1,0,0,49,1,network_error,1
TXN_100545,CUST_1045,18100.69,39,6,3,27,13.7,1,1,1,38,0,authentication_failure,1
TXN_100546,CUST_1046,5943.81,21,6,0,32,10.2,1,1,1,42,1,none,1
TXN_100547,CUST_1047,33677.19,53,5,4,22,2.33,0,1,0,30,0,none,0
TXN_100548,CUST_1048,26159.29,49,7,0,17,6.17,1,1,1,28,1,none,1
TXN_100549,CUST_1049,38684.22,42,3,3,29,19.68,1,0,1,58,0,bank_declined,0
TXN_100550,CUST_1050,26152.13,43,9,5,25,19.23,1,1,1,35,0,expired_card,0
TXN_100551,CUST_1051,42653.42,54,4,2,15,6.75,1,1,0,12,1,bank_declined,1
TXN_100552,CUST_1052,27729.77,41,3,1,76,19.93,0,0,1,40,1,insufficient_funds,0
TXN_100553,CUST_1053,28178.62,9,11,0,38,16.99,1,1,0,8,0,bank_declined,0
TXN_100554,CUST_1054,43869.68,24,0,1,32,12.41,1,0,0,54,0,temporary_failure,0
TXN_100555,CUST_1055,20353.1,37,11,4,25,1.28,1,1,1,20,1,bank_declined,1
TXN_100556,CUST_1056,6960.56,49,7,2,47,18.08,1,0,0,50,1,authentication_failure,1
TXN_100557,CUST_1057,1730.5,41,0,2,64,11.37,1,1,0,2,0,none,0
TXN_100558,CUST_1058,37830.32,17,4,0,37,17.44,1,1,0,24,0,bank_declined,1
TXN_100559,CUST_1059,31129.38,24,14,5,1,16.77,1,0,0,24,1,none,1
TXN_100560,CUST_1060,35292.76,21,5,2,5,16.74,1,1,0,11,0,insufficient_funds,0
TXN_100561,CUST_1061,10884.32,51,5,0,45,14.11,1,1,0,28,1,insufficient_funds,1
TXN_100562,CUST_1062,7077.66,59,12,0,49,6.18,1,1,1,10,0,authentication_failure,1
TXN_100563,CUST_1063,1022.87,39,4,1,37,7.06,1,1,1,51,1,expired_card,0
TXN_100564,CUST_1064,17724.2,55,2,2,87,6.52,1,0,1,10,1,temporary_failure,1
TXN_100565,CUST_1065,29618.91,41,14,0,17,0.89,1,1,0,48,1,insufficient_funds,1
TXN_100566,CUST_1066,19794.53,39,4,1,26,11.86,1,1,0,25,0,authentication_failure,1
TXN_100567,CUST_1067,22042.5,13,11,3,40,14.13,1,0,1,52,0,bank_declined,1
TXN_100568,CUST_1068,45236.69,11,7,1,71,17.15,1,1,0,13,0,expired_card,0
TXN_100569,CUST_1069,17608.3,46,13,1,73,3.23,1,1,1,15,1,authentication_failure,1
TXN_100570,CUST_1070,25845.28,19,1,0,16,11.11,0,1,1,55,1,temporary_failure,1
TXN_100571,CUST_1071,39247.55,11,5,4,61,0.66,1,1,0,9,0,none,1
TXN_100572,CUST_1072,20008.18,13,8,4,28,2.35,1,0,1,30,1,insufficient_funds,0
TXN_100573,CUST_1073,31217.71,46,7,5,57,1.56,1,1,0,30,1,none,0
TXN_100574,CUST_1074,43159.48,45,13,4,69,14.65,1,0,1,35,0,none,1
TXN_100575,CUST_1075,47491.17,1,10,1,77,2.08,0,0,1,9,0,none,1
