timestamp,transaction_id,customer_id,amount,recovery_probability,diagnosis,recommended_strategy,selected_action,decision_reason,risk_level,result_status,result_message,amount_recovered,payment_link_id,payment_link_status,amount_paid,verification_status,recovery_outcome
2026-08-30T12:03:43.370150,TXN_100127,CUST_1127,43078.31,0.3087,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.370150,TXN_100128,CUST_1128,645.52,0.4765,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.370150,TXN_100129,CUST_1129,25684.14,0.9479,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:43.370150,TXN_100130,CUST_1130,21045.33,0.7832,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,21045.33,,,,,
2026-08-30T12:03:43.386024,TXN_100131,CUST_1131,11338.76,0.8064,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.392398,TXN_100132,CUST_1132,6257.31,0.4116,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.395433,TXN_100133,CUST_1133,17079.47,0.9007,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,17079.47,,,,,
2026-08-30T12:03:43.395433,TXN_100134,CUST_1134,47162.61,0.6645,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.401982,TXN_100135,CUST_1135,16363.19,0.8799,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:43.401982,TXN_100136,CUST_1136,26083.89,0.7215,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,26083.89,,,,,
2026-08-30T12:03:43.401982,TXN_100137,CUST_1137,35240.04,0.6448,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.401982,TXN_100138,CUST_1138,18372.39,0.3183,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.419397,TXN_100139,CUST_1139,48597.57,0.7906,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,48597.57,,,,,
2026-08-30T12:03:43.422560,TXN_100140,CUST_1140,48133.63,0.6575,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.427211,TXN_100141,CUST_1141,12813.58,0.4143,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.430349,TXN_100142,CUST_1142,25013.25,0.946,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.435072,TXN_100143,CUST_1143,15253.65,0.795,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,15253.65,,,,,
2026-08-30T12:03:43.438147,TXN_100144,CUST_1144,14456.57,0.2911,Authentication failure,customer_action,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.444324,TXN_100145,CUST_1145,2133.28,0.2012,Temporary payment failure,retry,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.447448,TXN_100146,CUST_1146,30595.35,0.8672,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,30595.35,,,,,
2026-08-30T12:03:43.452266,TXN_100147,CUST_1147,25283.15,0.2555,Authentication failure,customer_action,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.455404,TXN_100148,CUST_1148,2858.49,0.5053,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.455404,TXN_100149,CUST_1149,14148.73,0.9332,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,14148.73,,,,,
2026-08-30T12:03:43.455404,TXN_100150,CUST_1150,45440.81,0.5119,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.466505,TXN_100151,CUST_1151,12206.23,0.7569,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.466505,TXN_100152,CUST_1152,7501.28,0.1971,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.478179,TXN_100153,CUST_1153,24625.8,0.4816,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.478179,TXN_100154,CUST_1154,49286.83,0.5177,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.478179,TXN_100155,CUST_1155,12330.15,0.8135,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.490567,TXN_100156,CUST_1156,33705.14,0.479,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.495545,TXN_100157,CUST_1157,38152.49,0.8691,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:43.497551,TXN_100158,CUST_1158,12110.59,0.4887,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.501563,TXN_100159,CUST_1159,36492.35,0.1381,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.506342,TXN_100160,CUST_1160,18578.82,0.7628,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.510543,TXN_100161,CUST_1161,31725.6,0.6841,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.513740,TXN_100162,CUST_1162,31786.43,0.201,Authentication failure,customer_action,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.516919,TXN_100163,CUST_1163,26928.0,0.2652,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.516919,TXN_100164,CUST_1164,4787.4,0.2989,Authentication failure,customer_action,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.526078,TXN_100165,CUST_1165,41814.53,0.8773,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.528520,TXN_100166,CUST_1166,16242.77,0.4434,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.528520,TXN_100167,CUST_1167,9569.97,0.5065,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.528520,TXN_100168,CUST_1168,2326.52,0.4479,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.528520,TXN_100169,CUST_1169,29667.38,0.1083,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.544240,TXN_100170,CUST_1170,33974.95,0.5729,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.544240,TXN_100171,CUST_1171,1124.42,0.5595,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.544240,TXN_100172,CUST_1172,25751.02,0.2954,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.544240,TXN_100173,CUST_1173,11556.84,0.8743,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.544240,TXN_100174,CUST_1174,32365.09,0.4061,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.560114,TXN_100175,CUST_1175,8966.01,0.4786,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.560114,TXN_100176,CUST_1176,34639.61,0.5747,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.560114,TXN_100177,CUST_1177,19520.75,0.6245,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.572990,TXN_100178,CUST_1178,46855.48,0.7112,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:43.576029,TXN_100179,CUST_1179,7134.79,0.1245,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.576029,TXN_100180,CUST_1180,17251.0,0.3525,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.576029,TXN_100181,CUST_1181,5939.63,0.2523,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.576029,TXN_100182,CUST_1182,46257.27,0.9272,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,46257.27,,,,,
2026-08-30T12:03:43.591949,TXN_100183,CUST_1183,43903.77,0.9025,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.595515,TXN_100184,CUST_1184,13119.7,0.5433,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.595515,TXN_100185,CUST_1185,33101.21,0.196,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.595515,TXN_100186,CUST_1186,40915.94,0.201,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.605894,TXN_100187,CUST_1187,27893.48,0.7006,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:43.608863,TXN_100188,CUST_1188,26623.63,0.5363,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.608863,TXN_100189,CUST_1189,12320.06,0.4566,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.608863,TXN_100190,CUST_1190,4927.21,0.2342,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.608863,TXN_100191,CUST_1191,44891.62,0.8722,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,44891.62,,,,,
2026-08-30T12:03:43.623669,TXN_100192,CUST_1192,45050.78,0.639,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.623669,TXN_100193,CUST_1193,31765.14,0.5616,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.623669,TXN_100194,CUST_1194,17149.78,0.3371,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.623669,TXN_100195,CUST_1195,17655.72,0.7384,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.639679,TXN_100196,CUST_1196,36380.0,0.3519,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.642577,TXN_100197,CUST_1197,44886.38,0.472,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.642577,TXN_100198,CUST_1198,44388.2,0.2865,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.642577,TXN_100199,CUST_1199,39059.81,0.7577,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.642577,TXN_100200,CUST_1200,32208.97,0.8085,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.656228,TXN_100201,CUST_1201,4481.76,0.7413,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,4481.76,,,,,
2026-08-30T12:03:43.656228,TXN_100202,CUST_1202,8332.95,0.3488,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.656228,TXN_100203,CUST_1203,44958.14,0.3891,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.656228,TXN_100204,CUST_1204,30439.52,0.5588,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.673850,TXN_100205,CUST_1205,757.09,0.8012,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.676704,TXN_100206,CUST_1206,5343.14,0.8627,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,5343.14,,,,,
2026-08-30T12:03:43.681332,TXN_100207,CUST_1207,33276.04,0.8668,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,33276.04,,,,,
2026-08-30T12:03:43.686073,TXN_100208,CUST_1208,551.56,0.4206,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.691522,TXN_100209,CUST_1209,8292.16,0.1588,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.695536,TXN_100210,CUST_1210,27572.07,0.219,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.699552,TXN_100211,CUST_1211,34687.19,0.8579,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.703835,TXN_100212,CUST_1212,32702.47,0.3717,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.706264,TXN_100213,CUST_1213,11446.18,0.2083,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.706264,TXN_100214,CUST_1214,35695.31,0.6378,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.713528,TXN_100215,CUST_1215,12091.28,0.7971,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,12091.28,,,,,
2026-08-30T12:03:43.713528,TXN_100216,CUST_1216,16472.36,0.5415,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.713528,TXN_100217,CUST_1217,37400.62,0.273,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.713528,TXN_100218,CUST_1218,32586.76,0.1638,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.729604,TXN_100219,CUST_1219,42506.4,0.6411,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.733617,TXN_100220,CUST_1220,32983.36,0.9208,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,32983.36,,,,,
2026-08-30T12:03:43.737634,TXN_100221,CUST_1221,28544.94,0.5549,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.741646,TXN_100222,CUST_1222,4955.64,0.8119,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,4955.64,,,,,
2026-08-30T12:03:43.743652,TXN_100223,CUST_1223,18575.48,0.4481,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.743652,TXN_100224,CUST_1224,13480.56,0.7445,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.743652,TXN_100225,CUST_1225,12426.29,0.0992,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.743652,TXN_100226,CUST_1226,48658.62,0.3403,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.759633,TXN_100227,CUST_1227,19836.96,0.2031,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.763653,TXN_100228,CUST_1228,44634.71,0.8682,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,44634.71,,,,,
2026-08-30T12:03:43.765659,TXN_100229,CUST_1229,31667.59,0.8396,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,31667.59,,,,,
2026-08-30T12:03:43.769674,TXN_100230,CUST_1230,39802.12,0.3025,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.773688,TXN_100231,CUST_1231,25281.06,0.5197,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.775436,TXN_100232,CUST_1232,28972.12,0.3016,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.775436,TXN_100233,CUST_1233,24778.13,0.2075,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.775436,TXN_100234,CUST_1234,10003.58,0.8434,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.775436,TXN_100235,CUST_1235,36205.87,0.8229,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,36205.87,,,,,
2026-08-30T12:03:43.791446,TXN_100236,CUST_1236,14254.39,0.1636,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.795466,TXN_100237,CUST_1237,1508.5,0.8595,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.799479,TXN_100238,CUST_1238,32379.97,0.8338,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,32379.97,,,,,
2026-08-30T12:03:43.803493,TXN_100239,CUST_1239,9102.4,0.7756,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.805500,TXN_100240,CUST_1240,47040.79,0.7429,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,47040.79,,,,,
2026-08-30T12:03:43.809255,TXN_100241,CUST_1241,47710.25,0.4527,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.813268,TXN_100242,CUST_1242,45768.76,0.8318,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,45768.76,,,,,
2026-08-30T12:03:43.817282,TXN_100243,CUST_1243,18696.89,0.5477,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.821303,TXN_100244,CUST_1244,1068.19,0.1306,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.823051,TXN_100245,CUST_1245,46437.43,0.4698,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.823051,TXN_100246,CUST_1246,21580.75,0.6386,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.823051,TXN_100247,CUST_1247,48342.74,0.9295,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,48342.74,,,,,
2026-08-30T12:03:43.823051,TXN_100248,CUST_1248,48191.91,0.155,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.838713,TXN_100249,CUST_1249,42694.57,0.9341,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.841504,TXN_100250,CUST_1250,14934.11,0.5783,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.841504,TXN_100251,CUST_1251,19439.36,0.7914,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,19439.36,,,,,
2026-08-30T12:03:43.841504,TXN_100252,CUST_1252,42601.49,0.2071,Temporary payment failure,retry,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.856512,TXN_100253,CUST_1253,16051.02,0.4925,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.859525,TXN_100254,CUST_1254,8723.79,0.578,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
